OJO NO USAR ESTE,referencias ,,,PEDIDO SUR ,PEDIDO NORTE,,INVENT SUR mar 21,INVENT NTE ,FECHA VCMTO,PRECIO COMPRA,     precio venta ,IVA,PRECIO MALTERO,%,VR PEDIDO 
Resina Solare LATIN Amarilla A2,,,,0,0,La muela,,3,02-2026,$87.250,$115.000,EXC,$94.000,"0,32",$0
Resina Solare P A2,promo $70.125,,,0,0,La muela,,0,,$79.476,$115.000,EXC,$94.000,"0,45",$0
Resina Solare P A3,,,,0,0,La muela,,1,10-2026,$79.476,$115.000,EXC,$94.000,"0,45",$0
Resina Solare X A1,,,,0,0,La muela,,3,12-2025,$83.600,$115.000,EXC,$94.000,"0,38",$0
Resina Solare X A2,,,,0,0,La muela,,3,11-2026,$83.600,$115.000,EXC,$94.000,"0,38",$0
Resina Solare X A3,,,,0,0,La muela,,1,04-2026,$83.600,$115.000,EXC,$94.000,"0,38",$0
Resina Solare X A3.5,,,,0,0,La muela,,1,06-2026,$83.600,$115.000,EXC,$94.000,"0,38",$0
Resina Solare X B2,,,,0,0,La muela,,3,07-2026,$83.600,$115.000,EXC,$94.000,"0,38",$0
Resina Solare X XWT,,,,0,0,La muela,,3,01-2026,$83.600,$115.000,EXC,$94.000,"0,38",$0
Resina Vitra UNIQUE APS 2gr,antioq $72000 soccid $ 96800 +1 flow plus$87200,PRECIO 20 MAYO,51200,0,3,FGM masdental ,,0,05-2026,$72.000,$120.000,EXC,$98.000,"0,67",$216.000
Resina Vitra UNIQUE APS 4gm ,antioq $72000 soccid $ 96800 +1 flow,,,0,0,FGM masdental ,,2,,$116.000,$152.000,EXC,$98.000,"0,31",$0
Resina Zafira Dentina A1,,kit zafira ,,,,New Stetic,1,,,$72.300,$89.000,exc,$75.000,"0,23",$0
Resina Zafira Dentina A2,,kit zafira ,,,,New Stetic,3,,,$72.300,$89.000,exc,$75.000,"0,23",$0
Resina Zafira Dentina A3,,kit zafira ,,,,New Stetic,2,,03-2027,$72.300,$89.000,exc,$75.000,"0,23",$0
"Resina Zafira Dentina A3,5",,kit zafira ,,,,New Stetic,0,,06-206,$72.300,$89.000,exc,$75.000,"0,23",$0
Resina Zafira Dentina B1,,kit zafira ,,,,New Stetic,6,,08-2025,$72.300,$89.000,exc,$75.000,"0,23",$0
Resina Zafira Dentina B1,,,,0,0,,,6,,$72.300,,,,,
Resina Zafira Dentina BL,375,ALTA ESTETICA,,,,New Stetic,2,,,$72.300,$89.000,exc,$75.000,"0,23",$0
Resina Zafira Dentina BLX,,ALTA ESTETICA,,,,New Stetic,3,,,$72.300,$89.000,exc,$75.000,"0,23",$0
Resina Zafira Esmalte A1,140,kit zafira ,,,,New Stetic,6,,,$72.300,$89.000,exc,$75.000,"0,23",$0
Resina Zafira Esmalte A2,10,,,,,New Stetic,1,,5-2027,$72.300,$89.000,exc,$75.000,"0,23",$0
Resina Zafira Esmalte A3,,,,,,New Stetic,3,,10-2026,$72.300,$89.000,exc,$75.000,"0,23",$0
Resina Zafira Esmalte B1,,kit zafira ,,,,New Stetic,3,,11-2025,$72.300,$89.000,exc,$75.000,"0,23",$0
Resina Zafira Esmalte BL,,ALTA ESTETICA,,,,New Stetic,5,,05-2027,$72.300,$89.000,exc,$75.000,"0,23",$0
Resina Zafira Esmalte BLX,,ALTA ESTETICA,,,,New Stetic,1,,,$72.300,$89.000,exc,$75.000,"0,23",$0
Resina Zafira Insisal,,,,,,New Stetic,5,,,$72.300,$89.000,exc,$75.000,"0,23",$0
Resina Zafira Opacador ,,,,,,New Stetic,5,,,$72.300,$89.000,exc,$75.000,"0,23",$0
Resinas Spectra Basic A1  4g,,,,0,,RAMON,,,,$22.000,$35.000,EXC,,"0,59",$0
Resinas Spectra Basic A2 4g,,,,0,,RAMON,,,,$22.000,$35.000,EXC,,"0,59",$0
Resinas Spectra Basic A3  4g,,,,0,,RAMON,,,,$22.000,$35.000,EXC,,"0,59",$0
Resinas Spectra Basic A3.5  4g,,,,0,,RAMON,,,,$22.000,$35.000,EXC,,"0,59",$0
resistencia electrodo COD 734,,,,0,,CENTRO HOYOSTOOL 40mil KRIKA,,,,$2.500,$5.000,,,"1,00",$0
Retracfar Cloruro de aluminio 7ml ,,,,0,0,ramon EUFAR PRODONT AQUILES,,,,$9.685,$15.000,,$12.000,"0,55",$0
Retractor de tejidos,,BORRAR,,0,0,no,,0,,$1,$1,,,"0,00",$0
Revelador de placa bacteriana gota ,ZENDET $3213,,,0,,zendent ramon AQUILES ,,,,$5.343,$9.000,,,"0,68",$0
Revelador de placa bacteriana gota 10ml,proquident 5930,,,,,PROQUIDENT ZENDENT,,22,,$6.405,$9.000,,,"0,41",$0
Riñonera,,,,0,0,aquiles BOGOTA,,10,,$21.090,$36.000,,,"0,71",$0
ROLLO DATAFONO ,,BORRAR,,0,0,CREDIBANCO ,,5,,$1,$1,,,"0,00",$0
RUEDA GRIS GRANO GRUESO,240001,,,0,0,Masterdent,,80,,$381,$1.000,,,"1,63",$0
RUEDA ROJA GRANO FINO,240003,,,0,0,Masterdent,,40,,$427,$1.500,,,"2,51",$0
RUEDA SILICONADA/ PORCELANA GRANO FINO DISCO PQ X 20,240015,,,0,0,Masterdent,,20,,$837,$1.500,,,"0,79",$0
RUEDA SILICONADA/ PORCELANA GRANO FINO REDONDA PQ X 20,240009,,,0,0,Masterdent,,20,,$940,$2.000,,,"1,13",$0
RUEDA SILICONADA/ PORCELANA GRANO GRUESO DISCO PQ X 20,240011,,,0,0,Masterdent,,80,,$837,$1.500,,,"0,79",$0
RUEDA SILICONADA/PORCELANA GRANO GRUESO REDONDA PQ X 20,240005,,,0,0,Masterdent,,30,,$837,$1.500,,,"0,79",$0
RUEDA SILICONADA/PORCELANA GRANO MEDIO DISCO PQ X 20,240013,,,0,0,Masterdent,,30,,$837,$1.500,,,"0,79",$0
RUEDA SILICONADA/PORCELANA GRANO MEDIO REDONDA PQ X 20,240007,,,0,0,Masterdent,,30,,$837,$1.500,,,"0,79",$0
RUEDA VERDE GRANO MEDIANO,240002,,,0,0,Masterdent,,21,,$300,$1.000,,,"2,33",$0
Scaler DTE D1,1,,,0,0,ABRAHAM,,,,$706.000,$882.000,,,,
Scaler DTE D5 CON LUZ LED,,,,0,0,ABRAHAM,,,,$1.154.000,$1.443.000,,,,
Scaler DTE D5 SIN LUZ,1,,,0,0,ABRAHAM,,,,$1.005.000,$1.256.000,,,,
Scaler neumático,,,,0,0,LARRY,,1,,,$450.000,,,#DIV/0!,$0
SEALAPEX,,,,1,,RAMON  PLUSS DENT,1,,02-2026,$185.600,$220.000,exc,,"0,19",$0
seda dental  teflon 50  mts proquident,,,,,,PROQUIDENT,,0,,$13.370,$18.000,,,"0,35",$0
SEDA DENTAL 80MT Mediana,,,,0,0,ZENDENT DENTOLINE,,31,07-2029,$4.282,$6.000,,,"0,40",$0
SEDA DENTAL BLISTER X 30 MT PEQUENA,,,,0,0,ZENDENT DENTOLINE,,10,05-2027,$2.975,$4.000,,,"0,34",$0
SEDA DENTAL MENTA CON CERA 50MT,,,,0,0,DENTOLINE,,0,,$2.592,$4.500,,,"0,74",$0
SEDA DENTAL SAMI  X 20 MT,,,,0,0,DENTOLINE,,6,,$1.083,$3.000,,,"1,77",$0
Seda dental SAMI x 400 mts en bolsa ,,,,0,0,DENTOLINE,,3,,$5.000,$8.500,,,"0,70",$0
Seda dental x 400 mts en bolsa GRANDE,,,,,,proquident zendent DENTOLINE,,0,04-2027,$6.288,$9.000,,,"0,43",$0
SEGUETA SIERRA ARCO TDV MICROCUT ,,,,0,0,ABRAHAM,,1,02-2029,$188.200,$235.000,,$194.000,"0,25",$0
Segueta tipo NEY,,,,0,0,Masterdent aquiles,,2,,$7.259,$12.000,,$10.000,"0,65",#REF!
sellante de fosas y fisuras Maxseal  Maquira,,,,10,10,SOCCIDENTALES CLAUDIA,,2,,$29.040,$40.000,,$34.000,"0,38",$290.400
sellante de fotocurado i-seal lc,,,,0,0,gabriel vel,,0,,$29.500,$36.000,,,"0,22",$0
sellante de resina Conseal SDI,,,,4,0,ABRAHAM  CLAUDIA,,3,,$37.000,$46.000,EXC,,"0,24",$0
sellante de resina otra marca,,,,0,,RAMON,,,,$10.000,$15.000,EXC,,"0,50",$0
Sellante Fluroshield denstplay 2gm,,,,0,,RAMON,,,,$26.180,$39.000,,,"0,49",$0
Sellante resina uniporcion ,,,,0,,abraham-ramon,,,,$2.200,$6.000,EXC,,"1,73",$0
SEPARADOR DE LENGUA BSA X 40,,,,0,2,RAMON quirudent,,,,$22.000,$32.000,,,"0,45",$44.000
servilleta doblada 4 x 100 familia,,,,0,0,tropicali - limpiahogar,,0,,$1.462,$2.500,,,"0,71",$0
SIERRA manual TDV microcut  x 1 ,,,,0,0,ABRAHAM,,0,,$13.759,$20.000,,$16.000,"0,45",$0
SIERRA manual TDV microcut  x paquete 10 ,2206802401,,,0,0,ABRAHAM,,1,11-2027,$144.800,$181.100,,,"0,25",$0
Silano Angelus ,,PRECIO 20 MAYO,34300,3,0,ABRAHAM,,2,,$32.590,$46.000,exc,,"0,41",$0
Silano Maquira  5 ML,,,,0,0,RAMON SOCCIDENTALES CLAUDIA,,,,$28.000,$54.000,exc,$44.000,"0,93",$0
Silano Prosil FGM ,SOCCID $28700 plus $,PRECIO 20 MAYO,28700,0,0,FGM soccident,,,11-2025,$32.000,$54.000,,,"0,69",$0
Silano Ultradent en jeringa 1.2ml ,gabriel velasquez $217458 pluss $20885,,,0,0,Gabriel Vel pluss ,3,4,,$26.760,$54.000,,$35.000,"1,02",$0
SILICONA  KIT 1 LIVIANA Y PESADA SILAGUM DMG,,Silic KIT,,0,0,ABRAHAM,,0,,$266.300,$333.500,"1,19",,"0,25",$0
SILICONA  KIT 2 LIVIANA Y 1 PESADA SILAGUM DMG,,Silic KIT,,0,0,ABRAHAM,,0,,$248.000,$352.000,"1,19",,"0,42",$0
SILICONA  LIVIANA SILAGUM DMG,297770,Silic LIV,,0,0,ABRAHAM,,6,02-2027,$82.900,$110.000,"1,19",,"0,33",$0
SILICONA  liviana ZHERMACK,,Silic LIV,,0,,RAMON market masdental EURODENT,,,,$110.000,$160.000,,$130.000,"0,45",$0
SILICONA  pesada 200  ZHERMACK,pesada,silic PESADA,,0,,RAMON market masdental EURODENT,,,,,$120.000,,,#DIV/0!,$0
SILICONA  PESADA SILAGUM DMG,292818,silic PESADA,,0,0,ABRAHAM,,1,,$213.000,$266.300,"1,19",,"0,25",$0
Silicona activador indurent gel ZETALABOR,,,,0,2,DENTALES MARKET eurodent,,0,,$43.769,$60.000,,,"0,37",$87.538
SILICONA LIVIANA COLTENE PRESIDENT ,,Silic LIV,,0,0,ULTRADENTAL ,,10,,$82.400,$120.000,,$98.000,"0,46",$0
silicona panasil initial contac light liviana ,promo $77.350 mayo/25,Silic LIV,,,,JULVIDENT panasil,,40,$120,$91.000,$120.000,"1,19",$98.000,"0,32",$0
silicona panasil putty soft pesada 400ml,,silic PESADA,,,,JULVIDENT panasil,,189,$210,$180.000,$210.000,"1,19",$180.000,"0,17",$0
silicona panasil putty soft pesada 900 ml,promo $345950 mayo/25,silic PESADA,,,,JULVIDENT panasil,,5,,$407.000,$450.000,,$440.000,"0,11",$0
Silicona Pesada KEER EN CARTUCHO,,,,,,plussdent,,,,$86.811,$120.000,,,,
silicona PESADA panasil 900ml x porciones (56 unidades) x 15gr CON TAPA  ,,,,0,0,unidental,SILIC,0,,$8.036,$10.000,,,"0,24",$0
Silicona Pesada President COLTENE 300 ML,pesada,silic PESADA,,0,0,ULTRADENTAL ,,8,,$144.500,$210.000,,,"0,45",$0
SILICONA TRANSPARENTE ELITE GLASS ZHERMACK,euro $101834,silic REG MORD TRANSP,,0,0,MARKET EURODENT,,8,,$101.800,$160.000,,,"0,57",$0
Silicona Zetalabor x 900 grs,,,,0,0,DENTALES MARKET eurodent,,0,,$84.141,$110.000,,,"0,31",$0
SISTEMA DE PULIDO DE DIAMANTE DISCO RUEDA 14 MM RA SOFLEX 3M ROJO PAQUETE X 10,,,,0,0,IMPORTADO,,,,$3.280,$20.000,,,,
Solucion salina suero  x 100 ml,Allers $2455,,,0,0,ALLERS,,38,,$2.455,$4.000,exc,,"0,63",$0
Solucion salina suero x 250 ml,Allers $3169,,,0,0,ALLERS,,30,,$3.169,$5.000,exc,,"0,58",$0
Solucion salina suero x 500 ml,Allers $2882,,,0,0,ALLERS,,16,,$2.882,$6.000,exc,$4.000,"1,08",$0
Sonda Carolina Nte instrumental ,,,,0,0,ABRAHAM,,revisar,,$85.100,$106.400,,,,
Sonda Carolina Nte instrumental color DELTA,PCUNC15,,,10,,DELTA ,0,,,$79.730,$110.000,,,"0,38",$0
Sonda Color instrumental DELTA,PC11,SANDRA ,,0,,DELTA ,0,,,$59.342,$95.000,,,"0,60",$0
Sonda Color instrumental DELTA,PC12,SANDRA ,,0,,DELTA ,0,,,$59.342,$95.000,,,"0,60",$0
Sonda COLOR PLASTICA para implantes 20mm hu-friedy,HU FRIEDY,,,0,0,daza,,,,$176.400,$190.000,,,,
Sonda de Nabers Delta  COLOR PQ2N,PQ2N,,,6,,DELTA ,3,,,$123.284,$148.000,,$135.000,"0,20",$0
SONDA NABERS American Eagle MONTANA,,,,0,0,ABRAHAM,,revisar,,$135.980,$152.000,,,"0,12",$0
sonda nabers LN,,,,0,0,Pluss dent,0,1,,,$135.000,,,,
Sonda periodont delta williams goldman ,PGF/W,SANDRA ,,0,,DELTA ,0,,,$43.940,$95.000,,,"1,16",$0
SONDA WHO PC11.5B6 HU FRIEDY,HU FRIEDY,,,0,0,ABRAHAM,,revisar,,$165.000,$200.000,,,"0,21",$0
SOPORTE ACRILICO PARA ARCOS ORTODONCIA,,,,0,0,IMPORTADA,,3,,$42.000,$70.000,,,"0,67",
Soporte de pinza de ortodoncia,,,,0,0,IMPORQ,,3,,$46.560,$90.000,,,"0,93",
soporte rollo algodon PORTA ALGODON,,,,0,0,IMPORTADA,,0,,$319,$1.000,,,"2,13",$0
SUPER POST O PARA POST PAQ X 5,,,,0,,RAMON,,,,$10.000,$20.000,,,"1,00",$0
Sutura braun silkam 4/0 seda ds19,Allers $8044,,,0,0,ALLERS,,0,,$7.318,$11.000,,,"0,50",$0
Sutura braun silkam 5/0 seda ds19,Allers $9097,,,0,0,ALLERS,,0,,$7.741,$11.000,,,"0,42",$0
Sutura Dafilon 3/0 ( DS 19 ) punta cortante ,,,,0,0,ALLERS,,revisar,,$7.233,$11.000,,,"0,52",$0
Sutura Dafilon 4/0 ( DS 19 ) punta cortante ,Allers $8485,,,0,0,ALLERS,,revisar,,$7.625,$11.000,exc,,"0,44",$0
Sutura Dafilon 5/0 ( DS 16 ) punta cortante ,,,,0,0,ALLERS,,revisar,,$7.233,$11.000,exc,,"0,52",$0
Sutura Dafilon 5/0 ( DS 19 ) punta cortante ,Allers $7778,,,0,0,ALLERS,,revisar,,$7.354,$11.000,exc,,"0,50",$0
Sutura Dafilon 6/0 ( DS 16 ) punta cortante ,Allers $9373,,,0,0,ALLERS,,revisar,,$9.181,$11.000,exc,,"0,20",$0
Sutura Dafilon 6/0 ( DS 19 ) punta cortante ,,,,0,0,ALLERS,,revisar,,$7.233,$11.000,exc,,"0,52",$0
Sutura POLYPROPYLENE 3/0 nylon ,dentmar $15.000 imporq $12.000,,,0,0,IMPORQ,,31,1/11/2025 10-2028,$14.000,$38.000,exc,$28.000,"1,71",$0
Sutura POLYPROPYLENE 4/0 nylon ,dentmar $15.000 imporq $12.000,,,0,0,IMPORQ,,64,04-2027,$14.000,$38.000,exc,$28.000,"1,71",$0
Sutura POLYPROPYLENE 5/0 nylon ,dentmar $15.000 imporq $12.000,,,0,0,IMPORQ,,51,10-2027,$14.000,$38.000,exc,$28.000,"1,71",$0
Sutura POLYPROPYLENE 6/0 nylon ,dentmar $15.000 imporq $12.000,AGOTADO,,0,0,IMPORQ,,9,07-2027,$14.000,$38.000,exc,$28.000,"1,71",$0
Sutura Premilene 3/0 ( HR 17 ) punta redonda  ,Allers $16964,,,0,0,ALLERS,,0,,$5.303,$11.000,,,"1,07",$0
Sutura Premilene 4/0 ( HR 17 ) punta redonda  ,Allers $17585,,,0,0,ALLERS,,0,,$5.303,$11.000,,,"1,07",$0
Sutura Premilene 5/0 ( HR 17 ) punta redonda  ,Allers $18578,,,0,0,ALLERS,,0,,$5.303,$11.000,,,"1,07",$0
Sutura SEDA 3/0,denmart $12.500 imporq $12.000,,,0,0,IMPORQ,,72,04-2028,$13.000,$30.000,exc,$24.000,"1,31",$0
Sutura SEDA 4/0,denmart $12.500 imporq $12.000,,,0,0,IMPORQ,,45,10-2027,$13.000,$30.000,exc,$24.000,"1,31",$0
Sutura SEDA 5/0,denmart $12.500 imporq $12.000,,,0,6,IMPORQ,,26,08-2026,$13.000,$30.000,exc,$24.000,"1,31",$78.000
Sutura SEDA 6/0,denmart $12.500 imporq $12.000,,,0,0,IMPORQ,,5,08-2026,$13.000,$30.000,exc,$24.000,"1,31",$0
Sutura VICRYL - Poliglicolico 3/0,Allers $16019,,,0,0,IMPORQ ALLERS,,26,10-2028,$55.000,$98.000,exc,$80.000,"0,78",$0
Sutura VICRYL - Poliglicolico 4/0,Allers $16301,,,0,0,IMPORQ ALLERS,,31,10-2028,$6.600,$98.000,exc,$80.000,"13,85",$0
Sutura VICRYL - Poliglicolico 5/0,,,,0,0,IMPORQ ALLERS,,74,10-2027,$55.000,$98.000,exc,$80.000,"0,78",$0
Sutura VICRYL - Poliglicolico 6/0,Allers $28451,,,0,0,IMPORQ ALLERS,,8,10-2026,$55.000,$98.000,exc,$80.000,"0,78",$0
System IN LAY TELIO MORADO universal cavidad profunda ,ramon $107 emma $100 euro $89922,,,0,0,masdental emma EURODENT,,1,06-2026,$94.418,$136.000,exl,$108.000,"0,44",$0
System ON LAY TELIO ROSADO universal  cavidad superficial ,ramon $107 emma $100 euro $89922,,,0,3,masdental emma EURODENT,,0,06-2026,$94.418,$136.000,exl,$108.000,"0,44",$0
tacos de mordida  surtidos S M L ,,,,0,0,Importada aquiles ,,,,$3.957,$8.000,,,"1,02",$0
tacos de mordida L (verde),,,,0,0,Importada aquiles ,,50,,$3.054,$8.000,,,"1,62",$0
tacos de mordida M (azul),,,,0,0,Importada aquiles ,,68,,$3.054,$8.000,,,"1,62",$0
Tacos de mordida pte x 2 Maquira ,,,,0,0,CLAUDIA ,,0,,$2.800,$14.000,,,"4,00",$0
tacos de mordida S (Morado),,,,0,0,Importada aquiles ,,85,,$3.054,$8.000,,,"1,62",$0
TALEGA DE JEAN ,,,,0,0,Biosalud,,,,,$11.000,,,,
Tapaboca desechable CAJA EMPAQUE INDIVIDUAL IMPORTADO,"(ENE/25)  MUNDIAL  azul $7.000 negro y rosado $8.000  //JAIRO CENTRO $9,000",,,0,8,IMPORQ MUNDIAL,,,,$11.000,$18.000,,,"0,64",$88.000
Tapaboca desechable CAJA EMPAQUE X 50 AZUL EMPAQUE GRANEL,"(ENE/25) imporquirurguica $5,500 //MUNDIAL granel azul $4,200negro $5200  //JAIRO CENTRO $8,500",,,0,10,IMPORQ MUNDIAL,,,,$10.000,$18.000,,,"0,80",$100.000
Tapaboca desechable empaque individual color rosado - negro,"(ENE/25) MUNDIAL azul $7000 negro y rosado $8,000",,,0,,CENTRO MUNDIAL ,,,,$6.600,$10.000,,,"0,52",$0
Tapaboca Resortado azul y blanco ,,,,0,,CENTRO,,,,$6.500,$10.000,,,"0,54",$0
TARRO CAFE PORCIONAR KOOLINER,,,,0,,centro otorgo discordoba,,,,,,,,,
TARRO GOTERO PORCIONAR DURACRYL Y JOTA PEQUEÑO ,,,,0,,centro otorgo,,,,,,,,,
TARRO GOTERO PORCIONAR GLICERINA - BELLAVEST GRANDE 40cc,,,,0,,centro otorgo,,,,$159,$500,,,"2,14",
Tarro Guardian mediano 1 LT,Allers $3385,,,0,0,ALLERS AQUILES ,,,,$3.386,$5.000,"0,19",,"0,48",$0
Tarro Guardian mediano 1.5 LT,Allers $3772,,,0,0,ALLERS AQUILES ,,7,,$3.772,$7.000,"0,19",,"0,86",$0
Tarro Guardian mediano 2.5 LT,,,,0,0,ALLERS AQUILES ,,11,,$3.772,$7.000,"0,19",,"0,86",$0
Tarro Guardian pequeño  300 ml,Allers $2288,,,0,0,ALLERS,,2,,$2.288,$4.000,"0,19",,"0,75",$0
TARRO PORCIONAR ACRILICO CUBETA PEQUEÑO 60gr,,,,0,,centro otorgo,,,,$614,$5.000,,,,
TARRO PORCIONAR NEOFOIL kooliner 33gr,,,,0,,centro otorgo,,,,$282,,,,,
TAZA CAUCHO EXTRA GRANDE 130X96MM,249008,,,0,0,Masterdent ,,,,$7.889,$15.000,,,"0,90",$0
TAZA CAUCHO GRANDE COLORES SURTIDOS ,zendert 5333 aquiles 4879 dyma 3451,,,,0,ZENDENT AQUILES DYMA,,VERDE 10 azul 9 ,,$3.451,$12.000,,,"2,48",$0
TAZA CAUCHO GRANDE MASTERDENT 130X86MM,249002,,,0,0,Masterdent ,,0,,$7.379,$12.000,,,"0,63",$0
TAZA CAUCHO PEQUEÑA,zendent $3808 dyma 3094 aquiles 3570,,,,0,ZENDENT AQUILES DYMA,,VERDE 13 AZUL 6 rojo 6,,$3.094,$8.000,,,"1,59",$0
TAZA CAUCHO PEQUEÑA MASTERDENT,249001,,,0,0,Masterdent ,,,,$4.467,$7.000,,,"0,57",$0
TAZA CAUCHO SILICONADO PEQUENA 108X59MM,249001,,,,,zendent masterdent New Stetic ,0,,,$5.802,$7.000,,,"0,21",$0
Tela de Caucho BORRACHA AZUL,,,,0,0,DAZA,,,,$30.940,$45.000,,,"0,45",$0
TELA De Caucho COLTENE morada ,,,,0,0,ultradental,,0,,$270.000,$330.000,,,"0,22",$0
Tela de Caucho Lencol  26 unidades CAJA,,,,0,0,CLAUDIA,,,,$22.400,$42.000,,,"0,88",$0
Tela de Caucho NICTONE 5 X 5 ,,,,0,0,DAZA,,0,,$70.210,$88.000,,$75.000,"0,25",$0
Tela de Caucho NICTONE 6 X 6 ,,,,0,0,DAZA,,0,,$70.210,$88.000,,$78.000,"0,25",$0
Tela de Caucho SANTUARY 6 X 6 ,,,,0,,DAZA - ramon ,,,,$40.460,$54.000,,$48.000,"0,33",$0
TEMBOND CAJA UNIDOSIS X CAJA COMPLETA ,,,,2,0,DAZA Pluss Dent,1,2,,$185.000,$240.000,EXC,,"0,30",$0
TEMBOND kerr CAJA X UNIDOSIS UNIDAD ,31973,,,0,0,DAZA Pluss Dent,0,3,,$3.700,$6.000,EXC,,"0,62",$0
TEMBOND NE kerr ESTUCHE  X CAJA (2 TUBOS),29676,,,0,0,DAZA Pluss Dent,1,3,,$106.000,$130.000,EXC,,"0,23",$0
Temposil ,,,,0,0,ultradental,,0,,$122.000,$160.000,,,"0,31",$0
TERMOFORMADORA VACUUM BAJA PLACA ,aquiles $400,,,0,0,Aquiles masdental HECTOR ,,1,,$480.000,$750.000,,,"0,56",$0
TETRIC CERAM BLEACH XL JERINGA X3.5G,euro $109081,,,0,0,masdental emma EURODENT,,0,,$109.081,$155.000,,$120.000,"0,42",$0
TETRIC CERAM BULK IVA JERINGA,emma $120 masdental $129900 euro $107614,,,0,0,masdental emma EURODENT,,1,,$113.000,$170.000,,,"0,50",$0
TETRIC FLOW BULK IVA JERINGA,euro 71470,,,0,3,masdental emma EURODENT,,0,,$71.470,$100.000,,,"0,40",$214.410
Tetric N flow A1,EURO 67326,,,0,0,masdental emma EURODENT,,2,07-2027,$71.470,$100.000,,,"0,40",$0
Tetric N flow bleach L,descontinuada,,,0,0,masdental emma EURODENT,,2,,$71.470,$100.000,,,"0,40",$0
Tetric N flow Bulk IVA,,,,0,2,masdental emma EURODENT,,0,,$71.470,$100.000,,,"0,40",$142.940
Thera BASE Bisco,,,,,,JULVIDENT bisco,,0,,$300.000,$350.000,,,"0,17",$0
Thera CAL  Bisco,promo $81600 mayo/25,,,,81600,JULVIDENT bisco,,1,04-2026,$96.000,$125.000,EXC,$110.000,"0,30",$7.833.600.000
Thera CEM Bisco,,en promo se compro a $289167,,,,JULVIDENT bisco,,0,12-2025,$315.455,$390.000,,$295.000,"0,24",$0
Tijera Recta para Tejido instrumental DELTA ,S511.5cm,,,0,,DELTA ,0,,,$49.210,$95.000,,,"0,93",$0
Tinte empress direct color azul,,,,0,0,masdental emma EURODENT,,0,,$90.300,$140.000,,,"0,55",$0
Tinte empress direct color Blanco,emma $110,,,0,0,masdental emma EURODENT,,1,,$90.300,$140.000,,,"0,55",$0
Tinte empress direct color ocre,emma $110,,,0,0,masdental emma EURODENT,,0,,$90.300,$140.000,,,"0,55",$0
Tira de lija metalica ADACO, ,,,0,20,Aquiles,,11,,$18.088,$27.000,,$23.000,"0,49",$361.760
Tira de lija metalica FABA,"(ENE/25) DAZA $ 11781 //MUELA $10,546",,,0,20,la muela DAZA,,78,,$13.601,$22.000,,,"0,62",$272.010
Tira de lija metalica MICRODONT, ,,,,,NEW STETIC,0,,,$14.756,$22.000,"1,19",,"0,49",$0
Tira de lija metalica TDV, ,,,0,0,ABRAHAM,,1,,$23.000,$28.000,,,"0,22",$0
Tira de poliester papel ,,walbin,,,,RAMON aquiles new stetic,0,,,$20.825,$27.000,"1,19",$25.000,"0,30",$0
Tiras de millar x 50 und milar PROQUIDENT,,,,,,PROQUIDENT,,18,,$8.706,$12.000,,,"0,38",$0
tiza croma ROMA id barra x 56 gr.,,,,0,3,MARLENY,,0,,$3.700,$8.000,,,"1,16",$11.100
Tiza verde cilindro ZAM pasta pulir laboratorio,,,,,,Mas dental,,,,$23.300,$32.000,,,"0,37",$0
toalla 30 x 30 ,,,,0,0,BIOSALUD,,50,,$1.100,$2.000,,,"0,82",$0
Toalla de papel favorita scott PACA X 24 unidades,,,,0,0,tropicali - limpiahogar,,7,,$2.181,$3.000,,,"0,38",#REF!
Top Seal dentsplay ,,,,0,,RAMON,,,,$170.000,$210.000,,,"0,24",$0
Topex de caucho para endodoncia x 60 unidades,aquiles x100 $16922 RAMON $17498,,,0,,AQUILES ramon ,,,,$3.570,$5.000,,,"0,40",$0
Topsensy desensibilizante dental 5 ml dentofar,,,,0,0,Prodont ,,2,,$22.688,$32.000,,,"0,41",$0
Tornillo para dientes de modelo ivorina,,,,0,0,JORGE DYMA,,,,$119,$1.000,,,"7,40",$0
TORNILLOS MARIPOSA PARA SIMULADOR MUFLA,,,,0,0,Ferreteria,,50,,$453,$12.000,,,,
tubos ortodoncia 16,ortho prof $500,,,0,0,DAZA PADILLA ortho professional,,18,,$900,$2.000,,,"1,22",$0
tubos ortodoncia 17,ortho prof $500,,,0,0,DAZA PADILLA,,22,,$900,$2.000,,,"1,22",$0
tubos ortodoncia 26,ortho prof $500,,,0,0,DAZA PADILLA,,20,,$900,$2.000,,,"1,22",$0
tubos ortodoncia 27,ortho prof $500,,,0,0,DAZA PADILLA,,18,,$900,$2.000,,,"1,22",$0
tubos ortodoncia 36,ortho prof $500,,,0,0,DAZA PADILLA,,21,,$900,$2.000,,,"1,22",$0
tubos ortodoncia 37,ortho prof $500,,,0,0,DAZA PADILLA,,20,,$900,$2.000,,,"1,22",$0
tubos ortodoncia 46,ortho prof $500,,,0,0,DAZA PADILLA,,27,,$900,$2.000,,,"1,22",$0
tubos ortodoncia 47,ortho prof $500,,,0,0,DAZA PADILLA,,22,,$900,$2.000,,,"1,22",$0
Tuerca para pieza de alta,,,,0,,RAMON,,,,$5.000,$15.000,,,"2,00",$0
ule -  HULE ,,,,0,0,calipso ,,NEGRO 34 BLANCO 35 AZUL 24 GRIS 13,,$1.395,$3.500,,,"1,51",#REF!
UNIDAD ODONTOLOGICA SILLA,,,,0,,RAMON ,,,,$1,$1,,,"0,00",$0
